ranking,World Rank,University,Country,Rank
2535,10598,Refrigeration School,US,1
2536,10608,North Country Community College SUNY,US,1
2537,10608,Western Oklahoma State College,US,1
2538,10608,North Georgia Technical College,US,1
2539,10617,Jones County Junior College,US,1
2540,10617,Colby Community College,US,1
2541,10630,Mercy College Ohio,US,1
2542,10630,Naugatuck Valley Community College,US,1
2543,10630,Thaddeus Stevens College of Technology,US,1
2544,10642,Cloud County Community College,US,1
2545,10650,Western State University College of Law,US,1
2546,10655,Southwest Institute of Healing Arts,US,1
2547,10655,Miller Motte Technical College,US,1
2548,10655,Labette Community College,US,1
2549,10673,Watkins College of Art Design & Film,US,1
2550,10681,Thomas More College of Liberal Arts,US,1
2551,10681,Pratt Community College,US,1
2552,10681,Nash Community College,US,1
2553,10692,Brunswick Community College,US,1
2554,10692,Central Christian College of the Bible,US,1
2555,10700,Southwestern Community College Iowa,US,1
2556,10700,Atlanta Metropolitan College,US,1
2557,10709,Everglades University,US,1
2558,10709,Massachusetts School of Law,US,1
2559,10716,Western Piedmont Community College,US,1
2560,10729,Eastern Gateway Community College,US,1
2561,10743,Bryn Athyn College,US,1
2562,10743,Lurleen B Wallace Community College,US,1
2563,10743,East Central Community College,US,1
2564,10743,West Shore Community College,US,1
2565,10753,Florida Gateway College (Lake City Community College),US,1
2566,10760,McDowell Technical Community College,US,1
2567,10760,Seminole State College Oklahoma,US,1
2568,10760,Design Institute of San Diego,US,1
2569,10760,Centenary University,US,1
2570,10779,Mercy College of Health Sciences,US,1
2571,10789,East West University,US,1
2572,10789,Lamar State College Orange,US,1
2573,10796,Aiken Technical College,US,1
2574,10800,Taliesin Frank Lloyd Wright School of Architecture,US,1
2575,10808,Meridian Community College,US,1
2576,10808,"Daymar College (Paducah Technical College, Southeastern Business College)",US,1
2577,10808,Richmond Community College,US,1
2578,10808,Georgia Northwestern Technical College,US,1
2579,10820,University of Saint Mary of the Lake,US,1
2580,10824,Black River Technical College,US,1
2581,10824,Laguna College of Art & Design,US,1
2582,10833,Mountain Empire Community College,US,1
2583,10833,Rappahannock Community College,US,1
2584,10845,Edgecombe Community College,US,1
2585,10845,Dominican School of Philosophy & Theology,US,1
2586,10861,Lamar Community College,US,1
2587,10861,Eastern Wyoming College,US,1
2588,10861,Globe University Historic Business School,US,1
2589,10861,Columbia College Sonora,US,1
2590,10892,Aquinas College Tennessee,US,1
2591,10892,Dodge City Community College,US,1
2592,10892,Western Texas College,US,1
2593,10892,Maria College of Albany,US,1
2594,10892,Northern Oklahoma College,US,1
2595,10906,Ranken Technical College,US,1
2596,10909,Saint Paul School of Theology,US,1
2597,10909,New Mexico State University Alamogordo,US,1
2598,10909,Antioch College,US,1
2599,10929,Appalachian Bible College,US,1
2600,10929,Colorado Northwestern Community College,US,1
2601,10929,Colorado Northwestern Community College,US,1
2602,10929,West Virginia Northern Community College,US,1
2603,10943,Washington State Community College,US,1
2604,10943,Atlanta's John Marshall Law School,US,1
2605,10943,Union Theological Seminary and Presbyterian School of Christian Education,US,1
2606,10943,Navajo Technical University,US,1
2607,10955,Coffeyville Community College and Area Technical School,US,1
2608,10955,Massasoit Community College,US,1
2609,10966,Northwest State Community College,US,1
2610,10972,Blue Mountain College,US,1
2611,10978,Itawamba Community College,US,1
2612,10978,Wilkes Community College,US,1
2613,10995,Fond du Lac Tribal and Community College,US,1
2614,10995,Montcalm Community College,US,1
2615,10995,Northwest Shoals Community College,US,1
2616,10995,Trinity College Florida,US,1
2617,11004,York County Community College,US,1
2618,11004,(4) Southern California University,US,1
2619,11004,Central Virginia Community College,US,1
2620,11004,Southeastern Iowa Community College,US,1
2621,11019,Mississippi Delta Community College,US,1
2622,11019,Cisco Junior College,US,1
2623,11019,Alpena Community College,US,1
2624,11042,Asnuntuck Community College,US,1
2625,11042,White Mountains Community College,US,1
2626,11042,Holy Apostles College & Seminary,US,1
2627,11042,Ogeechee Technical College,US,1
2628,11054,Mesalands Community College,US,1
2629,11054,Brookline College (International Institute of the Americas),US,1
2630,11054,Coahoma Community College,US,1
2631,11066,Vandercook College of Music,US,1
2632,11066,Wiregrass Georgia Technical College (East Central Technical College),US,1
2633,11066,College of the Mainland,US,1
2634,11066,(4) New York Institute of Art and Design (Sheffield School of Interior Design),US,1
2635,11066,Southside Virginia Community College,US,1
2636,11082,Jefferson Technical College,US,1
2637,11082,Cosumnes River College,US,1
2638,11089,Snead State Community College,US,1
2639,11099,State University of New York Sullivan County Community College,US,1
2640,11099,Wright Institute,US,1
2641,11124,Wilson Community College,US,1
2642,11131,American River College,US,1
2643,11139,Pardee Rand Graduate School,US,1
2644,11139,York Technical Institute,US,1
2645,11148,Sampson Community College,US,1
2646,11148,Rockingham Community College,US,1
2647,11148,Northwest Iowa Community College,US,1
2648,11155,Kettering College (of Medical Arts),US,1
2649,11155,College of the Ouachitas (Ouachita Technical College),US,1
2650,11190,North Florida Community College,US,1
2651,11190,Gratz College,US,1
2652,11205,Georgia Piedmont Technical College (Dekalb Technical College),US,1
2653,11205,Jones College,US,1
2654,11224,College of Business and Technology,US,1
2655,11224,Southeastern Technical College (Swainsboro Technical College),US,1
2656,11234,Arkansas State University Mountain Home,US,1
2657,11239,Halifax Community College,US,1
2658,11241,Humphreys College,US,1
2659,11241,Edward Via College of Osteopathic Medicine,US,1
2660,11241,North Central Missouri College,US,1
2661,11241,Montgomery Community College,US,1
2662,11241,Southeastern Community College,US,1
2663,11250,City College Florida,US,1
2664,11255,Northeastern Junior College,US,1
2665,11268,Mildred Elley School,US,1
2666,11268,Beaufort County Community College,US,1
2667,11277,Taft Law School,US,1
2668,11277,Baptist College of Health Sciences,US,1
2669,11277,College of Alameda,US,1
2670,11277,Mercersburg Academy,US,1
2671,11285,Oak Hills Christian College,US,1
2672,11285,Clarendon College,US,1
2673,11285,Maranatha Baptist University,US,1
2674,11293,Santa Barbara Business College,US,1
2675,11293,Oblate School of Theology,US,1
2676,11312,University of Arkansas Community College Batesville,US,1
2677,11324,College of Western Idaho,US,1
2678,11324,University of Providence (University of Great Falls),US,1
2679,11334,New River Community and Technical College,US,1
2680,11334,Conway School of Landscape Design,US,1
2681,11342,Hebrew Theological College,US,1
2682,11342,Knowledge Systems Institute,US,1
2683,11342,Morgan Community College,US,1
2684,11364,Garden City Community College,US,1
2685,11371,Welch College (Free Will Baptist Bible College),US,1
2686,11379,Santa Fe University of Art and Design (College of Santa Fe),US,1
2687,11389,Gogebic Community College,US,1
2688,11396,Ancilla College,US,1
2689,11401,Lake Forest Graduate School of Management,US,1
2690,11401,Murray State College,US,1
2691,11414,Oregon College of Oriental Medicine,US,1
2692,11414,Great Bay Community College,US,1
2693,11414,Copper Mountain College,US,1
2694,11428,Shawnee Community College,US,1
2695,11448,Marymount California University,US,1
2696,11448,South Georgia State College (Waycross College),US,1
2697,11448,(4) New England College of Business,US,1
2698,11465,Dabney S Lancaster Community College,US,1
2699,11465,Sinte Gleska University,US,1
2700,11477,Northwest Technical College,US,1
2701,11477,Spoon River College,US,1
2702,11486,Sitting Bull College,US,1
2703,11495,Louisiana Community & Technical College System,US,1
2704,11495,Southwestern Christian University,US,1
2705,11495,Washburn Institute of Technology,US,1
2706,11501,Davis College New York,US,1
2707,11501,Woodland Community College,US,1
2708,11501,Fletcher Technical Community College,US,1
2709,11514,Luna Community College,US,1
2710,11521,Westminster College,US,1
2711,11527,J F Drake State Technical College,US,1
2712,11535,Robeson Community College,US,1
2713,11535,Orangeburg Calhoun Technical College,US,1
2714,11543,Southern University System,US,1
2715,11554,Southeast Kentucky Community & Technical College,US,1
2716,11554,Patten University,US,1
2717,11562,Church Divinity School of the Pacific,US,1
2718,11571,Owensboro Community and Technical College,US,1
2719,11571,Austin Graduate School of Theology,US,1
2720,11571,(4) California Coast University,US,1
2721,11591,Institute of Business and Medical Careers,US,1
2722,11591,Southwestern College Santa Fe,US,1
2723,11591,Dakota College (Minot State University) Bottineau,US,1
2724,11611,Goldfarb School of Nursing at Barnes Jewish College,US,1
2725,11620,Kishwaukee College,US,1
2726,11620,Kuyper College,US,1
2727,11631,Marion Military Institute,US,1
2728,11631,University of Houston System,US,1
2729,11648,Utah State University Eastern,US,1
2730,11648,Ozarka College,US,1
2731,11658,Spokane Falls Community College,US,1
2732,11668,Clear Creek Baptist Bible College,US,1
2733,11668,(3) University of Minnesota Crookston,US,1
2734,11678,Colorado Heights University (Teikyo Loretto Heights),US,1
2735,11678,Blue Ridge Community & Technical College,US,1
2736,11695,West Kentucky Community & Technical College,US,1
2737,11695,Redlands Community College,US,1
2738,11695,Enterprise State Community College,US,1
2739,11695,Lakeview College of Nursing,US,1
2740,11711,Methodist Theological School Ohio,US,1
2741,11718,Ranger College,US,1
2742,11729,North American University,US,1
2743,11729,Community Care College,US,1
2744,11748,Amridge University (Southern Christian University),US,1
2745,11748,Heritage Christian University,US,1
2746,11748,Centura College (Tidewater Tech),US,1
2747,11765,Unification Theological Seminary,US,1
2748,11765,New York College of Health Professions,US,1
2749,11765,Southwestern Indian Polytechnic Institute,US,1
2750,11774,Nebraska Christian College,US,1
2751,11774,Williston State College,US,1
2752,11774,(3) Henley-Putnam School of Strategic Security National American University,US,1
2753,11774,College of Westchester,US,1
2754,11806,Meadville Lombard Theological School,US,1
2755,11806,Tri County Community College,US,1
2756,11806,Platt College Huntington Beach,US,1
2757,11816,Warren County Community College,US,1
2758,11816,Paul D Camp Community College,US,1
2759,11816,Yuba College,US,1
2760,11816,Miles Community College,US,1
2761,11816,Independence Community College,US,1
2762,11830,Shimer College,US,1
2763,11830,Florida Technical College,US,1
2764,11849,(3) Ellis School of Nursing,US,1
2765,11849,Emily Griffith Technical College,US,1
2766,11863,United States Air Force Academy,US,1
2767,11874,Franciscan University (Our Lady of the Lake College),US,1
2768,11878,God's Bible School and College,US,1
2769,11878,Donnelly College,US,1
2770,11878,Salem Community College,US,1
2771,11878,University of Hawai‘i School of Ocean and Earth Science & Technology,US,1
2772,11897,Southern Union State Community College,US,1
2773,11913,Itasca Community College,US,1
2774,11913,Atlantic College,US,1
2775,11913,Dell'Arte International School of Physical Theatre,US,1
2776,11913,Cossatot Community College University of Arkansas,US,1
2777,11913,Wallace Community College Selma,US,1
2778,11927,SAA College (School of Advertising Art Inc),US,1
2779,11944,Cincinnati College of Mortuary Science,US,1
2780,11944,Northwestern College Chicago,US,1
2781,11944,(1) Wisconsin Technical College System,US,1
2782,11980,Lake Region State College,US,1
2783,11988,University of Arkansas Community College Hope,US,1
2784,11999,Chattahoochee Valley Community College,US,1
2785,12016,Western International University,US,1
2786,12035,Cox College,US,1
2787,12035,Aquinas Institute of Theology,US,1
2788,12041,Nunez Community College,US,1
2789,12050,Pittsburgh Technical College (Pittsburgh Technical Institute),US,1
2790,12068,Morris Brown College,US,1
2791,12073,Sowela Technical Community College,US,1
2792,12079,University of Arkansas Community College Morrilton,US,1
2793,12079,Mountwest Community and Technical College,US,1
2794,12089,Alaska Bible College,US,1
2795,12102,Appalachian School of Law,US,1
2796,12102,Frank Phillips College,US,1
2797,12102,San Joaquin College of Law,US,1
2798,12114,Pittsburgh Institute of Aeronautics,US,1
2799,12120,Palo Verde College,US,1
2800,12130,Andrew College,US,1
2801,12130,Athenaeum of Ohio,US,1
2802,12145,Saint Mary's Seminary & University,US,1
2803,12155,(3) University of Arkansas Pulaski Technical College,US,1
2804,12162,Central Alabama Community College,US,1
2805,12184,Forrest (Junior) College,US,1
2806,12184,Resurrection University (West Suburban College of Nursing),US,1
2807,12192,Gateway Community and Technical College,US,1
2808,12192,Interactive College of Technology,US,1
2809,12192,Delaware College of Art and Design,US,1
2810,12203,Johnson College,US,1
2811,12210,Episcopal Theological Seminary of the Southwest,US,1
2812,12210,Southwestern Christian College,US,1
2813,12251,National Park College,US,1
2814,12264,Midstate College,US,1
2815,12275,Globe University Minnesota School of Business,US,1
2816,12292,Jamestown Business College,US,1
2817,12292,Bainbridge College,US,1
2818,12292,Pontifical College Josephinum,US,1
2819,12292,Denmark Technical College,US,1
2820,12292,Ohio Technical College,US,1
2821,12301,State Technical College of Missouri (Linn State Technical College),US,1
2822,12301,University of Antelope Valley,US,1
2823,12314,Bellin College,US,1
2824,12321,Labouré College,US,1
2825,12329,Lakes Region Community College,US,1
2826,12329,Roanoke Chowan Community College,US,1
2827,12345,North Central Kansas Technical College,US,1
2828,12345,Louisiana Delta Community College,US,1
2829,12345,Divine Word College,US,1
2830,12357,National Hispanic University,US,1
2831,12389,Clarks Summit University,US,1
2832,12389,Mount Sierra College,US,1
2833,12410,Pennsylvania Institute of Technology,US,1
2834,12417,Gutenberg College,US,1
2835,12424,Hiwassee College,US,1
2836,12441,Somerset Community College,US,1
2837,12441,Dawson Community College,US,1
2838,12471,Oconee Fall Line Technical College (Sandersville + Heart of Georgia),US,1
2839,12481,Iowa Wesleyan University,US,1
2840,12500,Research College of Nursing,US,1
2841,12511,Trinity Baptist College,US,1
2842,12525,Loyola Academy Illinois,US,1
2843,12525,John Paul the Great Catholic University (New Catholic University),US,1
2844,12572,Boricua College,US,1
2845,12587,River Valley Community College,US,1
2846,12595,Texas Southmost College,US,1
2847,12595,Empire College School of Business,US,1
2848,12621,Mid-Atlantic Christian University (Roanoke Bible College),US,1
2849,12631,Marian College,US,1
2850,12637,Colgate Rochester Crozer Divinity School,US,1
2851,12637,Elizabethtown Community & Technical College,US,1
2852,12637,BridgeValley Community and Technical College,US,1
2853,12647,Martin Community College,US,1
2854,12666,Trinity Bible College,US,1
2855,12666,Arizona College of Allied Health,US,1
2856,12676,Plaza College,US,1
2857,12682,Mid Continent University,US,1
2858,12692,East Arkansas Community College,US,1
2859,12692,Rocky Mountain University of Health Professions,US,1
2860,12699,Kaua'i Community College,US,1
2861,12708,Institute for Clinical Social Work,US,1
2862,12708,MTI College of Business and Technology,US,1
2863,12725,Flint Hills Technical College,US,1
2864,12731,Blessing Rieman College of Nursing,US,1
2865,12767,College of Eastern Idaho,US,1
2866,12767,The Seattle School (Mars Hill Graduate School),US,1
2867,12783,Coleman University,US,1
2868,12783,Pennsylvania College of Health Sciences (Lancaster General College of Nursing & Health Science),US,1
2869,12803,New Hope Christian College (Eugene Bible College),US,1
2870,12803,Gateway Seminary,US,1
2871,12812,Jacksonville College,US,1
2872,12823,Nebraska Indian Community College,US,1
2873,12834,Lac Courte Oreilles Ojibwa Community College,US,1
2874,12841,Pinnacle Career Institute,US,1
2875,12841,Maysville Community & Technical College,US,1
2876,12841,Pamlico Community College,US,1
2877,12867,James Sprunt Community College,US,1
2878,12867,Beulah Heights University,US,1
2879,12867,Chatfield College,US,1
2880,12879,Ashland Community & Technical College,US,1
2881,12879,Gerstner Sloan-Kettering Graduate School of Biomedical Sciences,US,1
2882,12891,Costal Pines Technical College (Altamaha + Okefenokee),US,1
2883,12905,WON Institute of Graduate Studies,US,1
2884,12905,NOSSI College of Art,US,1
2885,12915,Baptist Bible College Springfield Missouri,US,1
2886,12915,(1) Southwest Mississippi Community College,US,1
2887,12915,Michigan School of Professional Psychology,US,1
2888,12926,River Parishes Community College,US,1
2889,12948,Gage Academy of Art (Seattle Academy of Fine Art),US,1
2890,12957,Northwest Nazarene University,US,1
2891,12957,Northshore Technical Community College (Louisiana Technical College Sullivan),US,1
2892,12964,Bay Mills Community College,US,1
2893,12964,Eastern Shore Community College,US,1
2894,12975,South Florida Bible College & Theological Seminary,US,1
2895,12982,South Hills School of Business and Technology,US,1
2896,13000,Dominican House of Studies,US,1
2897,13000,Boise Bible College,US,1
2898,13017,Franciscan School of Theology,US,1
2899,13017,Hopkinsville Community College,US,1
2900,13038,Chief Dull Knife College,US,1
2901,13062,Little Big Horn College,US,1
2902,13062,American Indian College of the Assemblies of God,US,1
2903,13062,William Carey International University,US,1
2904,13091,Memphis Theological Seminary,US,1
2905,13102,Pickens Technical College,US,1
2906,13102,Southern Regional Technical College,US,1
2907,13126,Leech Lake Tribal College,US,1
2908,13138,Westmoreland County Community College,US,1
2909,13138,Pacific States University,US,1
2910,13138,Swedish Institute College of Health Sciences,US,1
2911,13138,National Intelligence University (National Defense Intelligence College),US,1
2912,13149,Little Priest Tribal College,US,1
2913,13163,Southern Technical College (Southwest Florida College),US,1
2914,13182,Center for Advanced Legal Studies,US,1
2915,13207,Beckfield College,US,1
2916,13223,Bates Technical College,US,1
2917,13246,Pioneer Pacific College,US,1
2918,13259,Estrella Mountain Community College,US,1
2919,13268,McCann School of Business and Technology,US,1
2920,13277,ITI Technical College,US,1
2921,13279,University of Alabama System,US,1
2922,13279,Lincoln College of New England (Clemens/Briarwood College),US,1
2923,13308,Big Sandy Community and Technical College,US,1
2924,13308,Atlanta Institute of Music and Media,US,1
2925,13318,Ohio Business College,US,1
2926,13356,Notre Dame Seminary Graduate School of Theology,US,1
2927,13381,Midwest Institute for Medical Assistants,US,1
2928,13411,Ecclesia College,US,1
2929,13411,Berks Technical Institute Pennsylvania Career School,US,1
2930,13438,Methodist College,US,1
2931,13447,Shasta Bible College & Graduate School,US,1
2932,13476,(3) University of Hawai‘i College of Tropical Agriculture and Human Resources,US,1
2933,13486,Henderson Community College,US,1
2934,13493,Northern Essex Community College,US,1
2935,13493,Baptist University of the Americas,US,1
2936,13493,Middlesex Community College,US,1
2937,13504,Mid America Baptist Theological Seminary,US,1
2938,13504,Ilisagvik College,US,1
2939,13515,Acting School KD Studio,US,1
2940,13515,Pine Technical & Community College,US,1
2941,13519,Triangle Tech,US,1
2942,13547,Academy of Vocal Arts,US,1
2943,13611,American Baptist College,US,1
2944,13636,Atlantic Union College,US,1
2945,13636,San Joaquin Delta College,US,1
2946,13649,Magdalen College,US,1
2947,13661,Blackfeet Community College,US,1
2948,13692,The King's University,US,1
2949,13713,Beal College,US,1
2950,13738,Briarcliffe College,US,1
2951,13749,University of Holy Cross,US,1
2952,13763,IntelliTec College,US,1
2953,13763,Dallas Institute of Funeral Service,US,1
2954,13778,Tennessee Wesleyan University,US,1
2955,13803,Rosedale Technical Institute,US,1
2956,13833,Valley College of Technology,US,1
2957,13833,(4) Westcliff University,US,1
2958,13833,Hallmark University,US,1
2959,13844,Williamsburg Technical College,US,1
2960,13874,Roxbury Community College,US,1
2961,13886,Spencerian College,US,1
2962,13892,Interior Designers Institute,US,1
2963,13892,Madisonville Community College,US,1
2964,13910,Pillar College (Somerset Christian College),US,1
2965,13942,Stautzenberger College,US,1
2966,13972,Virginia University of Lynchburg,US,1
2967,13996,O'More College of Design,US,1
2968,13996,Boston Baptist College,US,1
2969,13996,Phillips University,US,1
2970,14006,Eagle Gate College,US,1
2971,14006,Davis Technical College in Utah (Davis Applied Technology College),US,1
2972,14020,Manhattan Area Technical College,US,1
2973,14020,West Virginia Junior College,US,1
2974,14020,Saint Luke's College of Health Sciences,US,1
2975,14033,Arkansas State University Mid South,US,1
2976,14044,Northwest Kansas Technical College,US,1
2977,14068,Antonelli College,US,1
2978,14078,Greenfield Community College,US,1
2979,14078,Cankdeska Cikana Community College,US,1
2980,14091,University of West Los Angeles,US,1
2981,14110,Tallahassee Community College,US,1
2982,14125,(4) Luther Rice University,US,1
2983,14141,Elizabeth City State University,US,1
2984,14153,(4) Florida Career College,US,1
2985,14174,Laurel Business Institute & Laurel Technical Institute,US,1
2986,14182,Southeastern Baptist College,US,1
2987,14199,Christ the King Seminary,US,1
2988,14199,Salina Area Technical College,US,1
2989,14211,Stone Child College,US,1
2990,14232,College of Saint Rose,US,1
2991,14248,Bel Rea Institute of Animal Technology,US,1
2992,14263,Ogden Weber Applied Technology College,US,1
2993,14282,California Institute for Human Science,US,1
2994,14288,Pennco Tech,US,1
2995,14311,Matanuska Susitna College Mat Su,US,1
2996,14324,Middle Tennessee School of Anesthesia,US,1
2997,14347,Baptist School of Health Profession,US,1
2998,14365,Bethesda University,US,1
2999,14371,Westminster College Fulton,US,1
3000,14402,Wade College,US,1
